u_1,5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_1,5,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_1,5,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_1,4,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_1,3,Mrs. Doubtfire,832,Comedy|Drama
u_1,4,Batman,4116,Action|Crime|Thriller
u_1,4,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_1,4,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_1,3,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_1,3,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_1,5,Willy Wonka & the Chocolate Factory,252,Children|Comedy|Fantasy|Musical
u_1,5,Monty Python and the Holy Grail,832,Adventure|Comedy|Fantasy
u_1,5,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_1,5,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_1,5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_1,5,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_1,5,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_1,5,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_1,3,Men in Black (a.k.a. MIB),832,Action|Comedy|Sci-Fi
u_1,3,I Know What You Did Last Summer,120880,Horror|Mystery|Thriller
u_1,5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_1,5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_1,4,Star Wars: Episode I - The Phantom Menace,11,Action|Adventure|Sci-Fi
u_1,4,Star Wars: Episode I - The Phantom Menace,10,Action|Adventure|Sci-Fi
u_1,4,"13th Warrior, The",185133,Action|Adventure|Fantasy
u_1,5,"Messenger: The Story of Joan of Arc, The",832,Drama|War
u_1,4,"Man with the Golden Gun, The",832,Action|Adventure|Thriller
u_1,5,X-Men,45375,Action|Adventure|Sci-Fi
u_2,4,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_4,2,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_4,5,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_4,5,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_4,4,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_4,5,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_4,5,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_4,3,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_4,3,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_4,3,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_4,3,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_4,3,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_4,3,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_4,4,Willy Wonka & the Chocolate Factory,252,Children|Comedy|Fantasy|Musical
u_4,5,Monty Python and the Holy Grail,832,Adventure|Comedy|Fantasy
u_4,5,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_4,5,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_4,3,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_4,4,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_4,3,Men in Black (a.k.a. MIB),832,Action|Comedy|Sci-Fi
u_4,1,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_4,1,"Matrix, The",832,Action|Sci-Fi|Thriller
u_4,1,Star Wars: Episode I - The Phantom Menace,11,Action|Adventure|Sci-Fi
u_4,1,Star Wars: Episode I - The Phantom Menace,10,Action|Adventure|Sci-Fi
u_4,2,Memento,832,Mystery|Thriller
u_5,3,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_5,4,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_5,4,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_5,3,Batman,4116,Action|Crime|Thriller
u_5,5,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_5,5,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_5,5,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_5,5,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_5,5,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_6,4,Jumanji,65974,Adventure|Children|Fantasy
u_6,4,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_6,4,Broken Arrow,76340,Action|Adventure|Thriller
u_6,3,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_6,4,Star Trek: Generations,193,Adventure|Drama|Sci-Fi
u_6,4,While You Were Sleeping,183473,Comedy|Romance
u_6,4,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_6,4,Naked Gun 33 1/3: The Final Insult,1740,Action|Comedy
u_6,4,Naked Gun 33 1/3: The Final Insult,722,Action|Comedy
u_6,5,Speed,39792,Action|Romance|Thriller
u_6,3,I'll Do Anything,120880,Comedy|Drama
u_6,5,Mrs. Doubtfire,832,Comedy|Drama
u_6,3,North,19477,Comedy
u_6,5,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_6,3,Batman,4116,Action|Crime|Thriller
u_6,4,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_6,4,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_6,5,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_6,5,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_6,5,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_6,5,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_6,5,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_6,5,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_6,4,Phenomenon,109297,Drama|Romance
u_6,3,Willy Wonka & the Chocolate Factory,252,Children|Comedy|Fantasy|Musical
u_7,5,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_7,5,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_7,3,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_7,3,Batman,4116,Action|Crime|Thriller
u_7,5,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_7,5,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_7,3.5,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,3.5,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,3.5,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,3.5,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,3.5,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_7,4,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_7,4.5,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_7,4,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_7,4,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_7,4,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_7,4,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_7,1.5,Star Wars: Episode I - The Phantom Menace,11,Action|Adventure|Sci-Fi
u_7,1.5,Star Wars: Episode I - The Phantom Menace,10,Action|Adventure|Sci-Fi
u_7,1,Mission: Impossible II,832,Action|Adventure|Thriller
u_7,3.5,X-Men,45375,Action|Adventure|Sci-Fi
u_7,4,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_7,4,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_7,3.5,Spider-Man,48390,Action|Adventure|Sci-Fi|Thriller
u_7,4,Catch Me If You Can,50872,Crime|Drama
u_7,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,69520,Action|Adventure|Comedy|Fantasy
u_7,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,48058,Action|Adventure|Comedy|Fantasy
u_7,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,473,Action|Adventure|Comedy|Fantasy
u_7,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,22,Action|Adventure|Comedy|Fantasy
u_7,4,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_7,2,Batman Begins,4116,Action|Crime|IMAX
u_8,4,Jumanji,65974,Adventure|Children|Fantasy
u_8,4,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_8,2,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_8,3,While You Were Sleeping,183473,Comedy|Romance
u_8,3,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_8,4,Speed,39792,Action|Romance|Thriller
u_8,2,Mrs. Doubtfire,832,Comedy|Drama
u_8,3,Batman,4116,Action|Crime|Thriller
u_8,4,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_8,4,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_9,5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_10,4,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_10,0.5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_10,0.5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_10,2.5,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_10,2.5,"Wedding Date, The",167058,Comedy|Romance
u_10,2.5,"Wedding Date, The",12768,Comedy|Romance
